预计离泊时间,航线,船名,航次,收货地,装货港,卸货港,交货地,订舱人代码,订舱人全称,一级代理,SCNO,STUFFLOC,箱属,箱态,20',40',20'H,40'H,45',TEU,20RF,40RF,40RH,20OT,40OT,20FR,40FR,20GP,40GP,40HC,20TK,40TK,20HS,40HS,20HT,40HT,20HC,20RH,40HR,20PL,40PL,45GP,45HC
2017/1/21 16:00:00,SCT,SNLDFFU,1703S,CNNGB,CNNGB,TWTXG,TWTXG,ZOSCONB,浙远宁波物流,ZOSCONB,,,SNL,F,9,0,0,1,0,11,,,,,,,,9,,1,,,,,,,,,,,,,
2017/1/21 16:00:00,SCT,SNLDFFU,1703S,CNNGB,CNNGB,TWKHH,TWKHH,ZOSCONB,浙远宁波物流,ZOSCONB,,,SNL,F,0,0,0,3,0,6,,,,,,,,,,3,,,,,,,,,,,,,
2017/1/21 6:00:00,EASNSP,EASSIAI,1704E,CNNGB,CNNGB,KRPUS,KRPUS,JET55004092,浙江简达,JET55004092,,,SNL,F,3,0,0,1,0,5,,,,,,,,3,,1,,,,,,,,,,,,,
2017/1/21 6:00:00,EASNSP,EASSIAI,1704E,CNNGB,CNNGB,KRPUS,KRPUS,NBZHHD,宁波哲辉,NBWLB1,,,SOC,F,0,0,0,4,0,8,,,4,,,,,,,,,,,,,,,,,,,,
2017/1/21 6:00:00,EASNSP,EASSIAI,1704E,CNNGB,CNNGB,KRPUS,KRPUS,QYGYL123,七运供应链,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPOSA,JPOSA,JET55004092,浙江简达,JET55004092,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPUKB,JPUKB,NBCNTR,外运箱运,NBCNTR,00176JP16NGBD02,,SNL,F,2,3,0,3,0,14,,,,,,,,2,3,3,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPUKB,JPUKB,NBCNTR,外运箱运,NBCNTR,00055JP16NGBN01,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPOSA,JPOSA,NBCNTR,外运箱运,NBCNTR,,,SNL,F,1,0,0,1,0,3,,,,,,,,1,,1,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPOSA,JPOSA,NBHGWL,宁波外运海港,NBHGWL,R17JPNGB14081,,SNL,F,0,0,0,1,0,2,,,1,,,,,,,,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPUKB,JPUKB,NBHGWL,宁波外运海港,NBHGWL,R17JPNGB14081,,SNL,F,0,0,0,2,0,4,,,2,,,,,,,,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPOSA,JPOSA,NBHJ888,宁波豪捷,NBWLB1,,,SNL,F,2,0,0,1,0,4,,,,,,,,2,,1,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPUKB,JPUKB,NPSEL1218,宁波东南物流,NPSEL1218,00206JP16NGBD01,,SNL,F,0,0,0,2,0,4,,,,,,,,,,2,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPOSA,JPOSA,NPSEL1218,宁波东南物流,NPSEL1218,,,SNL,F,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPOSA,JPOSA,NPSEL1218,宁波东南物流,NPSEL1218,00206JP16NGBD01,,SNL,F,6,0,0,0,0,6,,,,,,,,6,,,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPOSA,JPOSA,PAF1,宁波中远物流,PAF1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPOSA,JPOSA,PHYTNB,宁波沛华运通,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPOSA,JPOSA,QYGYL123,七运供应链,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPUKB,JPUKB,QYGYL123,七运供应链,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPUKB,JPUKB,TOPSHIPPING_2,宁波托浦船务,TOPSHIPPING_2,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/21 9:00:00,SITC NA1,SITSINH,1703N,CNNGB,CNNGB,JPOSA,JPOSA,WYHYFGS,宁波外运海运,WYHYFGS,,,SNL,F,2,0,0,0,0,2,,,,,,,,2,,,,,,,,,,,,,,,
2017/1/22 10:00:00,CPS,SITRHIA,1702S,CNNGB,CNNGB,PHMNL,PHMNL,JET55004092,浙江简达,JET55004092,R15PHNGB03541,,SNL,F,4,0,0,12,0,28,,,,,,,,4,,12,,,,,,,,,,,,,
2017/1/22 10:00:00,CPS,SITRHIA,1702S,CNNGB,CNNGB,PHMNS,PHMNS,JET55004092,浙江简达,JET55004092,R15PHNGB03541,,SNL,F,6,0,0,12,0,30,,,,,,,,6,,12,,,,,,,,,,,,,
2017/1/22 10:00:00,CPS,SITRHIA,1702S,CNNGB,CNNGB,PHMNL,PHMNL,JET55004092,浙江简达,JET55004092,,,SNL,F,0,0,0,1,0,2,,,1,,,,,,,,,,,,,,,,,,,,
2017/1/22 10:00:00,CPS,SITRHIA,1702S,CNNGB,CNNGB,PHMNS,PHMNS,NBMHWL,宁波美航物流,NBWLB1,,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/22 10:00:00,CPS,SITRHIA,1702S,CNNGB,CNNGB,PHMNL,PHMNL,QYGYL123,七运供应链,NBWLB1,R16PHNGB13751,,SNL,F,1,3,0,26,0,59,,,,,,,,1,3,26,,,,,,,,,,,,,
2017/1/22 10:00:00,CPS,SITRHIA,1702S,CNNGB,CNNGB,PHMNS,PHMNS,QYGYL123,七运供应链,NBWLB1,R16PHNGB13751,,SNL,F,4,2,0,15,0,38,,,,,,,,4,2,15,,,,,,,,,,,,,
2017/1/22 10:00:00,CPS,SITRHIA,1702S,CNNGB,CNNGB,PHMNL,PHMNL,WYFH123,宁波外运泛海,WYFH123,R15PHNGB03561,,SNL,F,3,4,0,13,0,37,,,,,,,,3,4,13,,,,,,,,,,,,,
2017/1/22 10:00:00,CPS,SITRHIA,1702S,CNNGB,CNNGB,PHMNS,PHMNS,WYFH123,宁波外运泛海,WYFH123,R15PHNGB03561,,SNL,F,4,0,0,9,0,22,,,,,,,,4,,9,,,,,,,,,,,,,
2017/1/22 10:00:00,CPS,SITRHIA,1702S,CNNGB,CNNGB,PHMNS,PHMNS,YAXYNB,宁波亚细亚,NBWLB1,,,SNL,F,3,1,0,12,0,29,,,,,,,,3,1,12,,,,,,,,,,,,,
2017/1/22 10:00:00,CPS,SITRHIA,1702S,CNNGB,CNNGB,PHMNL,PHMNL,YAXYNB,宁波亚细亚,NBWLB1,,,SNL,F,3,1,0,52,0,109,,,,,,,,3,1,52,,,,,,,,,,,,,
2017/1/22 10:00:00,CPS,SITRHIA,1702S,CNNGB,CNNGB,PHMNS,PHMNS,ZWYMZ1,宁波中外运明州,ZWYMZ1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,JET55004092,浙江简达,JET55004092,,,SNL,F,2,0,0,0,0,2,,,,,,,,2,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPYOK,JPYOK,LFGYLNB,宁波利丰,LFGYLNB,,,SNL,F,2,0,0,0,0,2,,,,,,,,2,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,LFGYLNB,宁波利丰,LFGYLNB,,,SNL,F,2,2,0,0,0,6,,,,,,,,2,2,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,NBCNTR,外运箱运,NBCNTR,00176JP16NGBD02,,SNL,F,3,5,0,6,0,25,,,,,,,,3,5,6,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,NBCNTR,外运箱运,NBCNTR,R16JPNGB13687,,SNL,F,1,0,0,3,0,7,,,,,,,,1,,3,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,NBCNTR,外运箱运,NBCNTR,00118JP16HQLD10,,SNL,F,2,2,0,1,0,8,,,,,,,,2,2,1,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,NBCNTR,外运箱运,NBCNTR,00215JP16NGBN01,,SNL,F,1,0,0,2,0,5,,,,,,,,1,,2,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,NBCNTR,外运箱运,NBCNTR,00118JP16HQLN10,,SNL,F,1,0,0,1,0,3,,,,,,,,1,,1,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPYOK,JPYOK,NBHGWL,宁波外运海港,NBHGWL,R17JPNGB14081,,SNL,F,0,0,0,2,0,4,,,2,,,,,,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,NBHGWL,宁波外运海港,NBHGWL,R17JPNGB14081,,SNL,F,0,0,0,1,0,2,,,1,,,,,,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,NBHGWL,宁波外运海港,NBHGWL,R17JPNGB14083,,SNL,F,0,0,0,2,0,4,,,2,,,,,,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,NBHJ888,宁波豪捷,NBWLB1,,,SNL,F,1,0,0,1,0,3,,,,,,,,1,,1,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,NINGBOJIASHEN,宁波上海甲申,NBWLB1,00165JP16NGBN10,,SNL,F,0,0,0,2,0,4,,,,,,,,,,2,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,NPSEL1218,宁波东南物流,NPSEL1218,00206JP16NGBD01,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,NPSEL1218,宁波东南物流,NPSEL1218,,,SNL,F,1,0,0,4,0,9,,,,,,,,1,,4,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,PAF1,宁波中远物流,PAF1,00030JP17NGBN01,,SNL,F,4,0,0,0,0,4,,,,,,,,4,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,PAF1,宁波中远物流,PAF1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,PHYTNB,宁波沛华运通,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPYOK,JPYOK,QYGYL123,七运供应链,NBWLB1,,,SNL,F,2,0,0,0,0,2,,,,,,,,2,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,QYGYL123,七运供应链,NBWLB1,R16JPNGB13685,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPYOK,JPYOK,QYGYL123,七运供应链,NBWLB1,R16JPNGB13686,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,QYGYL123,七运供应链,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,QYGYL123,七运供应链,NBWLB1,R16JPNGB13686,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,SHHZ1906,宁波上海海尊,NBWLB1,R16JPNGB13123,,SNL,F,3,0,0,0,0,3,,,,,,,,3,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPYOK,JPYOK,TOPSHIPPING_2,宁波托浦船务,TOPSHIPPING_2,,,SNL,F,2,0,0,0,0,2,,,,,,,,2,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,TOPSHIPPING_2,宁波托浦船务,TOPSHIPPING_2,,,SNL,F,3,0,0,0,0,3,,,,,,,,3,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,WANGZJ,宁波泛洋,WANGZJ,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,WANGZJ,宁波泛洋,WANGZJ,00070JP16NGBN02,,SNL,F,1,4,0,2,0,13,,,,,,,,1,4,2,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,WDXHXYB1,宁波外代新华箱运部,WDXHXYB1,00204JP17NGBN01,,SNL,F,3,1,0,1,0,7,,,,,,,,3,1,1,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,WYHYFGS,宁波外运海运,WYHYFGS,00098JP16NGBN01,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPTYO,JPTYO,WYHYFGS,宁波外运海运,WYHYFGS,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 2:00:00,PAN NKT1,PANXIOU,100E,CNNGB,CNNGB,JPYOK,JPYOK,WYHYFGS,宁波外运海运,WYHYFGS,00098JP16NGBN01,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPNGO,JPNGO,JET55004092,浙江简达,JET55004092,,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNZAP,CNNGB,JPTYO,JPTYO,JXCWDL,嘉兴外运,JXCWDL,00290JP17NGBNT1,,SNL,F,0,0,0,3,0,6,,,,,,,,,,3,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNZAP,CNNGB,JPTYO,JPTYO,JXCWDL,嘉兴外运,JXCWDL,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPNGO,JPNGO,LFGYLNB,宁波利丰,LFGYLNB,,,SNL,F,2,0,0,0,0,2,,,,,,,,2,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPNGO,JPNGO,NBCNTR,外运箱运,NBCNTR,00118JP16HQLN10,,SNL,F,2,0,0,2,0,6,,,,,,,,2,,2,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,NBCNTR,外运箱运,NBCNTR,00118JP16HQLN10,,SNL,F,1,0,0,2,0,5,,,,,,,,1,,2,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,NBCNTR,外运箱运,NBCNTR,00118JP16HQLD10,,SNL,F,1,1,0,0,0,3,,,,,,,,1,1,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPNGO,JPNGO,NBCNTR,外运箱运,NBCNTR,,,SOC,F,2,0,0,0,0,2,,,,,,,,,,,2,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPNGO,JPNGO,NBCNTR,外运箱运,NBCNTR,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,NBCNTR,外运箱运,NBCNTR,00215JP16NGBN01,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPYOK,JPYOK,NBHGWL,宁波外运海港,NBHGWL,R17JPNGB14081,,SNL,F,0,0,0,3,0,6,,,3,,,,,,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPYOK,JPYOK,NBHGWL,宁波外运海港,NBHGWL,,,SOC,E,10,0,0,0,0,10,,,,,,,,,,,10,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,NBHGWL,宁波外运海港,NBHGWL,,,SNL,F,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,NBHJ888,宁波豪捷,NBWLB1,,,SNL,F,2,0,0,0,0,2,,,,,,,,2,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,NBZHHD,宁波哲辉,NBWLB1,,,SNL,F,0,0,0,1,0,2,,,1,,,,,,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPNGO,JPNGO,NPSEL1218,宁波东南物流,NPSEL1218,00206JP16NGBD01,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,NPSEL1218,宁波东南物流,NPSEL1218,00206JP16NGBD01,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPNGO,JPNGO,NPSEL1218,宁波东南物流,NPSEL1218,,,SNL,F,2,0,0,1,0,4,,,,,,,,2,,1,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,NPSEL1218,宁波东南物流,NPSEL1218,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,QYGYL123,七运供应链,NBWLB1,R16JPNGB13685,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,SHHZ1906,宁波上海海尊,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,TOPSHIPPING_2,宁波托浦船务,TOPSHIPPING_2,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPNGO,JPNGO,TOPSHIPPING_2,宁波托浦船务,TOPSHIPPING_2,,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPYOK,JPYOK,TOPSHIPPING_2,宁波托浦船务,TOPSHIPPING_2,,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPYOK,JPYOK,WANGZJ,宁波泛洋,WANGZJ,,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,WANGZJ,宁波泛洋,WANGZJ,,,SNL,F,0,2,0,0,0,4,,,,,,,,,2,,,,,,,,,,,,,,
2017/1/22 20:00:00,SITC NJ1,SITSIAO,1701N,CNNGB,CNNGB,JPTYO,JPTYO,WDXHXYB1,宁波外代新华箱运部,WDXHXYB1,00204JP17NGBN01,,SNL,F,0,3,0,1,0,8,,,,,,,,,3,1,,,,,,,,,,,,,
2017/1/23 3:00:00,CTI,YMLOLIA,007S,CNNGB,CNNGB,IDSRG,IDSRG,JET55004092,浙江简达,JET55004092,,,SNL,F,10,0,0,9,0,28,,,,,,,,10,,9,,,,,,,,,,,,,
2017/1/23 3:00:00,CTI,YMLOLIA,007S,CNNGB,CNNGB,IDSRG,IDSRG,QYGYL123,七运供应链,NBWLB1,,,SNL,F,3,0,0,1,0,5,,,,,,,,3,,1,,,,,,,,,,,,,
2017/1/23 3:00:00,CTI,YMLOLIA,007S,CNNGB,CNNGB,IDSRG,IDSRG,WYFH123,宁波外运泛海,WYFH123,,,SNL,F,0,0,0,1,0,2,,,,,,,,,,1,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKEL,TWKEL,JET55004092,浙江简达,JET55004092,,,SNL,F,2,0,0,2,0,6,,,,,,,,2,,2,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKEL,TWKEL,LFGYLNB,宁波利丰,LFGYLNB,,,SNL,F,0,1,0,1,0,4,,,,,,,,,1,1,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKEL,TWKEL,NBCNTR,外运箱运,NBCNTR,00246TW16NGBN03,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKHH,TWKHH,NBZHHD,宁波哲辉,NBWLB1,,,SOC,E,0,0,0,6,0,12,,,6,,,,,,,,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKEL,TWKEL,PHYTNB,宁波沛华运通,NBWLB1,,,SNL,F,1,0,0,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,
2017/1/24 18:00:00,NT1,SITNGBO,1704S,CNNGB,CNNGB,TWKEL,TWKEL,SHCTNB001,宁波上海诚泰,NBWLB1,,,SNL,F,0,1,0,0,0,2,,,,,,,,,1,,,,,,,,,,,,,,
